id	address	end	name	calls	jumps	references	confidence	source
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4088C0A0	4088C0A0		fn4088C0A0	8	0	8	0.95	stackimport
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4088C914	4088C914		fn4088C914	14	0	14	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4088CA72	4088CA72		fn4088CA72	9	0	9	0.95	stackimport
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4088CAA0	4088CAA0		fn4088CAA0	24	0	24	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4088D870	4088D870		fn4088D870	8	0	8	0.95	stackimport
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40890A2E	40890A2E		fn40890A2E	8	0	8	0.95	stackimport
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40890E2C	40890E2C		fn40890E2C	7	0	8	0.95	stackimport
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40894504	40894504		fn40894504	12	0	12	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40895490	40895490		fn40895490	10	0	10	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4089568E	4089568E		fn4089568E	11	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4089568E	4089568E		fn4089568E	11	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40896142	40896142		fn40896142	28	1	29	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4089619E	4089619E		fn4089619E	10	1	11	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4089623E	4089623E		fn4089623E	12	0	12	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40896500	40896500		fn40896500	12	0	12	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40896BA0	40896BA0		fn40896BA0	10	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40896BA0	40896BA0		fn40896BA0	10	0	10	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40897620	40897620		fn40897620	25	0	25	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40897640	40897640		fn40897640	15	0	15	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40897704	40897704		fn40897704	8	0	9	0.95	stackimport
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40897C40	40897C40		fn40897C40	8	0	8	0.95	stackimport
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40897E32	40897E32		fn40897E32	9	0	9	0.95	stackimport
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40897FB0	40897FB0		fn40897FB0	16	0	16	0.95	rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40898AC0	40898AC0		fn40898AC0	7	0	8	0.95	stackimport
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40899010	40899010		fn40899010	10	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40899010	40899010		fn40899010	10	0	10	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4089A4A0	4089A4A0		fn4089A4A0	12	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4089A4A0	4089A4A0		fn4089A4A0	12	0	12	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4089C570	4089C570		fn4089C570	10	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4089C570	4089C570		fn4089C570	10	0	10	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4089C5B0	4089C5B0		fn4089C5B0	13	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4089C5B0	4089C5B0		fn4089C5B0	13	0	13	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4089E14A	4089E14A		Function candidate 4089E14A	0	30			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4089E2C0	4089E2C0		fn4089E2C0	8	0	8	0.95	stackimport
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4089E350	4089E350		fn4089E350	10	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4089E350	4089E350		fn4089E350	10	0	10	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4089E3E0	4089E3E0		fn4089E3E0	10	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4089E3E0	4089E3E0		fn4089E3E0	10	0	10	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408A00FA	408A00FA		fn408A00FA	14	0	14	0.95	rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408A03B0	408A03B0		fn408A03B0	9	0	9	0.95	stackimport
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408A0400	408A0400		fn408A0400	9	0	9	0.95	stackimport
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408A1C3A	408A1C3A		fn408A1C3A	30	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408A2F8C	408A2F8C		fn408A2F8C	13	1			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408A2F8C	408A2F8C		fn408A2F8C	13	1			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408A30FA	408A30FA		fn408A30FA	10	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408A30FA	408A30FA		fn408A30FA	10	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408A3116	408A3116		fn408A3116	12	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408A3116	408A3116		fn408A3116	12	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408A5E84	408A5E84		fn408A5E84	11	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408A6DEE	408A6DEE		fn408A6DEE	26	3			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408A6DEE	408A6DEE		fn408A6DEE	26	3	29	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408A7330	408A7330		fn408A7330	13	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408A7330	408A7330		fn408A7330	13	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408A7442	408A7442		Function candidate 408A7442	0	65	65	0.7	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408A74BC	408A74BC		fn408A74BC	15	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408A7DE0	408A7DE0		fn408A7DE0	12	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408A7DE0	408A7DE0		fn408A7DE0	12	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408ACEE0	408ACEE0		fn408ACEE0	11	0	11	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408AD280	408AD280		fn408AD280	15	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408AD280	408AD280		fn408AD280	15	0	15	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408AD760	408AD760		fn408AD760	10	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408AD760	408AD760		fn408AD760	10	0	10	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408AD7A0	408AD7A0		fn408AD7A0	14	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408AD7A0	408AD7A0		fn408AD7A0	14	0	14	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408ADB60	408ADB60		fn408ADB60	17	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408ADB60	408ADB60		fn408ADB60	17	0	17	0.95	rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408ADF60	408ADF60		fn408ADF60	9	0	9	0.95	stackimport
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408B0490	408B0490		fn408B0490	16	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408B0490	408B0490		fn408B0490	16	0	16	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408B0EF0	408B0EF0		fn408B0EF0	13	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408B0EF0	408B0EF0		fn408B0EF0	13	0	13	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408B3C70	408B3C70		fn408B3C70	12	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408B3C70	408B3C70		fn408B3C70	12	0	12	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408B57D0	408B57D0		fn408B57D0	11	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408B57D0	408B57D0		fn408B57D0	11	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408BA800	408BA800		fn408BA800	50	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408BA800	408BA800		fn408BA800	50	0	50	0.7	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408BAB60	408BAB60		fn408BAB60	28	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408BAB60	408BAB60		fn408BAB60	28	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408BBA2E	408BBA2E		fn408BBA2E	16	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408BBC08	408BBC08		fn408BBC08	14	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408BCA22	408BCA22		Function candidate 408BCA22	0	52	52	0.7	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408BD598	408BD598		Function candidate 408BD598	0	42			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408BD598	408BD598		Function candidate 408BD598	0	42	42	0.7	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408BD9E2	408BD9E2		Function candidate 408BD9E2	0	40			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408BD9E2	408BD9E2		Function candidate 408BD9E2	0	40	40	0.7	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408BDA26	408BDA26		Function candidate 408BDA26	0	36			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408BDA26	408BDA26		Function candidate 408BDA26	0	36	36	0.7	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408BEB80	408BEB80		fn408BEB80	16	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408BEB80	408BEB80		fn408BEB80	16	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408BEE80	408BEE80		fn408BEE80	29	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408BEE80	408BEE80		fn408BEE80	29	0	29	0.7	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408BFF00	408BFF00		fn408BFF00	14	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408BFF00	408BFF00		fn408BFF00	14	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408C0300	408C0300		fn408C0300	16	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408C0300	408C0300		fn408C0300	16	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408C2450	408C2450		fn408C2450	16	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408C2450	408C2450		fn408C2450	16	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408C2460	408C2460		fn408C2460	23	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408C2460	408C2460		fn408C2460	23	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408C2A58	408C2A58		fn408C2A58	18	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408C2A58	408C2A58		fn408C2A58	18	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408C2AA8	408C2AA8		fn408C2AA8	10	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408C2AA8	408C2AA8		fn408C2AA8	10	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408C2AFC	408C2AFC		fn408C2AFC	11	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408C2AFC	408C2AFC		fn408C2AFC	11	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408C34F6	408C34F6		fn408C34F6	10	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408C34F6	408C34F6		fn408C34F6	10	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408C5AD0	408C5AD0		fn408C5AD0	12	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408C5AD0	408C5AD0		fn408C5AD0	12	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408C971A	408C971A		fn408C971A	13	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408C971A	408C971A		fn408C971A	13	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408C9744	408C9744		fn408C9744	15	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408C9744	408C9744		fn408C9744	15	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408C9850	408C9850		fn408C9850	13	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408C9850	408C9850		fn408C9850	13	0	14	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408CDE32	408CDE32		Function candidate 408CDE32	0	60			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408CDE32	408CDE32		Function candidate 408CDE32	0	60	60	0.7	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408CE8A6	408CE8A6		Function candidate 408CE8A6	0	28			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408CE8A6	408CE8A6		Function candidate 408CE8A6	0	28			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408D31F0	408D31F0		fn408D31F0	13	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408D31F0	408D31F0		fn408D31F0	13	0	13	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408D40C8	408D40C8		Function candidate 408D40C8	0	45			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408D40C8	408D40C8		Function candidate 408D40C8	0	45	45	0.7	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408DBF96	408DBF96		fn408DBF96	12	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408DBF96	408DBF96		fn408DBF96	12	0	12	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408DBFA0	408DBFA0		fn408DBFA0	11	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408DBFA0	408DBFA0		fn408DBFA0	11	0	11	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408DBFAA	408DBFAA		fn408DBFAA	10	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408DBFAA	408DBFAA		fn408DBFAA	10	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408DD982	408DD982		fn408DD982	11	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408DD982	408DD982		fn408DD982	11	0	11	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408DD9A0	408DD9A0		fn408DD9A0	24	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408DD9A0	408DD9A0		fn408DD9A0	24	0	24	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408DD9C0	408DD9C0		fn408DD9C0	18	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408DD9C0	408DD9C0		fn408DD9C0	18	0	18	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408DD9FE	408DD9FE		fn408DD9FE	22	1			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408DD9FE	408DD9FE		fn408DD9FE	22	1	23	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408DDA26	408DDA26		fn408DDA26	20	2			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408DDA26	408DDA26		fn408DDA26	20	2	22	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408DDA72	408DDA72		fn408DDA72	17	1			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408DDA72	408DDA72		fn408DDA72	17	1	18	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408DDA90	408DDA90		fn408DDA90	15	1			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408DDA90	408DDA90		fn408DDA90	15	1	16	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408DDAF0	408DDAF0		fn408DDAF0	22	2			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408DDAF0	408DDAF0		fn408DDAF0	22	2	24	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408E1BBA	408E1BBA		fn408E1BBA	11	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408E1BBA	408E1BBA		fn408E1BBA	11	0			rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408E312C	408E312C		Function candidate 408E312C	0	37			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408E312C	408E312C		Function candidate 408E312C	0	37	37	0.7	rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408F0970	408F0970		fn408F0970	7	0	8	0.95	stackimport
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408F0AE0	408F0AE0		fn408F0AE0	8	0	8	0.95	stackimport
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408F45BC	408F45BC		fn408F45BC	13	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408F45BC	408F45BC		fn408F45BC	13	0	13	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408F5338	408F5338		fn408F5338	14	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408F5338	408F5338		fn408F5338	14	0	14	0.95	rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408F54EA	408F54EA		fn408F54EA	9	0	9	0.95	stackimport
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408F5534	408F5534		fn408F5534	24	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408F5534	408F5534		fn408F5534	24	0	24	0.95	rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408F64B0	408F64B0		fn408F64B0	8	0	8	0.95	stackimport
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408FDBC8	408FDBC8		fn408FDBC8	12	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408FDBC8	408FDBC8		fn408FDBC8	12	0	12	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408FEC60	408FEC60		fn408FEC60	10	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408FEC60	408FEC60		fn408FEC60	10	0	10	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408FEEE0	408FEEE0		fn408FEEE0	12	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408FEEE0	408FEEE0		fn408FEEE0	12	0	12	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408FF9B2	408FF9B2		fn408FF9B2	28	1			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408FF9B2	408FF9B2		fn408FF9B2	28	1	29	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408FFA0E	408FFA0E		fn408FFA0E	10	1			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408FFA0E	408FFA0E		fn408FFA0E	10	1	11	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408FFACC	408FFACC		fn408FFACC	12	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408FFACC	408FFACC		fn408FFACC	12	0	12	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40900FF0	40900FF0		fn40900FF0	25	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40900FF0	40900FF0		fn40900FF0	25	0	25	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40901020	40901020		fn40901020	15	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40901020	40901020		fn40901020	15	0	15	0.95	rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4090111C	4090111C		fn4090111C	8	0	9	0.95	stackimport
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40901732	40901732		fn40901732	8	0	8	0.95	stackimport
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40901976	40901976		fn40901976	9	0	9	0.95	stackimport
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40901B20	40901B20		fn40901B20	16	0			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40901B20	40901B20		fn40901B20	16	0	16	0.95	rom_structure_analysis
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4090803A	4090803A		Function candidate 4090803A	0	30			rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4090803A	4090803A		Function candidate 4090803A	0	30	30	0.7	rom_structure_analysis
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40908FA2	40908FA2		fn40908FA2	8	0	8	0.95	stackimport
